RECORD,CAMIS,DBA,BUILDING,STREET,ZIPCODE,BORO,PHONE,CUISINE_DESCRIPTION,LATITUDE,LONGITUDE,COMMUNITY_BOARD,COUNCIL_DISTRICT,CENSUS_TRACT,BIN,BBL,NTA
17701,50064379,THE LITTLE CUPCAKE PASTRY SHOP,2009,BRONXDALE AVENUE,10462,Bronx,9178475373,Bakery Products/Desserts,40.85003523,-73.86562264,211,15,23000,2000000,2042600031,BX37
17702,50138399,JOE COFFEE COMPANY,550,LAGUARDIA PLACE,10012,Manhattan,5186531937,Coffee/Tea,40.72884522,-73.9982934,102,2,6500,1084928,1005370020,MN23
17703,50060093,T-SWIRL CREPE,36-16,30 AVENUE,11103,Queens,9177038886,Japanese,40.76490622,-73.91718327,401,22,6300,4010054,4006510147,QN70
17704,50001790,SWEETGREEN,1164,BROADWAY,10001,Manhattan,2138381668,Salads,40.74481372,-73.98880521,105,2,5800,1080713,1008290050,MN13
17705,50079561,AUNTIE ANNES,200,BAYCHESTER AVENUE,10475,Bronx,5167290848,Hotdogs/Pretzels,40.86590541,-73.83042975,210,12,46201,2120098,2051410006,BX13
17707,50063050,PRESSED JUICERY,7,EAST   14 STREET,10003,Manhattan,6466570841,"Juice, Smoothies, Fruit Salads",40.73585242,-73.99324506,105,2,5200,1016062,1008420007,MN13
17712,50131947,ISLAND JUICE AND GRILL,51,EAST  125 STREET,10035,Manhattan,6469070000,Caribbean,40.80559781,-73.94030835,111,9,19800,1082075,1017500021,MN34
17716,40839319,MAIMONIDES PARK STAND #140,1904,SURF AVENUE,11224,Brooklyn,7182667741,American,40.57515863,-73.98540325,313,47,35200,3189656,3070730101,BK21
17718,50033665,ABBA BAR & GRILL,492,GRAND STREET,11211,Brooklyn,3478449655,Tapas,40.71090615,-73.95148876,301,34,51300,3062879,3024000004,BK73
17719,41463046,DUNKIN,4201,WEBSTER AVENUE,10470,Bronx,7188810382,Donuts,40.89550738,-73.86348308,212,11,45101,2019761,2033950080,BX62
17721,41307383,ROBERTA'S,43,BOGART STREET,11206,Brooklyn,7184171118,Pizza,40.7050259,-73.93322857,301,34,48500,3325964,3031010022,BK78
17723,41345907,MEE THAI CUISINE,180,5 AVENUE,11217,Brooklyn,7182308280,Thai,40.67731862,-73.97985399,306,39,13100,3019564,3009490049,BK37
17727,41642773,UNION SQUARE EVENTS,102,NORTH END AVENUE,10282,Manhattan,2124881500,American,40.71480461,-74.01615332,101,1,31703,1085867,1000167512,MN25
17728,50086736,WIN PARKWAY,6812,BAY PARKWAY,11204,Brooklyn,7182328008,Chinese,40.61182599,-73.98353673,311,43,25800,3135136,3055800042,BK28
17731,50068559,ZACA CAFE,426,MARCUS GARVEY BOULEVARD,11221,Brooklyn,7184432500,French,40.68225789,-73.93790975,303,36,27300,3053421,3018537501,BK35
17736,50139311,CITY ISLAND PIZZA COMPANY,273,CITY ISLAND AVENUE,10464,Bronx,7182101970,Pizza,40.84621758,-73.78611305,210,13,51600,2082167,2056290230,BX10
17739,50049061,C'MON EVERYBODY,325,FRANKLIN AVENUE,11238,Brooklyn,9176274174,American,40.68829146,-73.9570871,303,36,23300,3055808,3019540004,BK75
17744,50088091,LULIANO'S WOODFIRED PIZZA & TRATTORIA,7902,3 AVENUE,11209,Brooklyn,7184396993,Italian,40.62844042,-74.02903317,310,47,6400,3150823,3059780040,BK31
17745,50083554,MOCANA BAKERY,532,WEST  145 STREET,10031,Manhattan,3473638460,Bakery Products/Desserts,40.82565494,-73.94864784,109,7,22900,1061920,1020760053,MN04
17747,40876932,CARVEL,75-65,31 AVENUE,11370,Queens,7184245507,Frozen Desserts,40.75861074,-73.89197053,403,25,30903,4439602,4011240001,QN28
17750,50115490,BUTTERMILK BAKESHOP,264,5 AVENUE,11215,Brooklyn,6317663709,Bakery Products/Desserts,40.6747306,-73.98167895,306,39,13300,3020413,3009610039,BK37
17753,50043897,GOLDEN RING,4342,WHITE PLAINS ROAD,10466,Bronx,7183245794,Caribbean,40.89673551,-73.85551552,212,11,43400,2069784,2050430028,BX62
17754,50106761,NARA,76,PEARL STREET,10004,Manhattan,9174324412,Japanese,40.70390031,-74.01033311,101,1,900,1000852,1000300003,MN25
17755,50055081,ANDAZ 5TH AVENUE,485,5 AVENUE,10017,Manhattan,6462136785,American,40.75300584,-73.98121339,105,4,8200,1035330,1012760001,MN20
17756,50110842,STREET FOOD BY MIRIAM,81,5 AVENUE,11217,Brooklyn,3474645477,Mediterranean,40.68012617,-73.97792786,306,39,12902,3018854,3009380009,BK37
17768,41709616,LA GUIRA RESTAURANT,580,BROADWAY,10012,Manhattan,3474833611,Latin American,40.7246512,-73.99741321,102,1,4300,1007943,1005110006,MN24
17770,41235592,STARBUCKS,1889,BROADWAY,10023,Manhattan,2122451345,Coffee/Tea,40.77094299,-73.98215782,107,3,14900,1027465,1011150057,MN14
17771,50133203,JING LUNG CHINESE RESTAURANT,1242,NOSTRAND AVENUE,11225,Brooklyn,6464741350,Chinese,40.65675394,-73.95022361,309,40,80200,3115892,3050500047,BK60
17772,40400686,PEKING DUCK HOUSE,236,EAST   53 STREET,10022,Manhattan,2127598260,Chinese,40.75730684,-73.96848842,106,4,9800,1038536,1013260033,MN19
17776,50159190,LA FARINE PATISSERIE ET CAFE,2394,BROADWAY,10024,Manhattan,9292830555,Bakery Products/Desserts,40.78938104,-73.97560915,107,6,17500,1080398,1012350042,MN12
17778,50107558,HALAL XPRESS,221,CHURCH AVENUE,11218,Brooklyn,7182106735,Chinese,40.64337636,-73.97807339,312,39,49600,3124559,3053350034,BK41
17779,40376142,LUSARDI'S RESTAURANT,1494,SECOND AVENUE,10075,Manhattan,2122492020,Italian,40.7725058,-73.95564623,108,5,13400,1045226,1014520050,MN31
17781,41711527,DUNKIN,50,PINE STREET,10005,Manhattan,2126784029,Donuts,40.70672482,-74.00862031,101,1,700,1001011,1000417501,MN25
17784,50048244,LOTTE NEW YORK PALACE - COLD BANQUET KITCHEN,455,MADISON AVENUE,10022,Manhattan,2123036026,American,40.75810725,-73.97539324,105,4,10200,1035462,1012860021,MN17
17787,41437135,SUNNYSIDE PIZZA,40-01,QUEENS BOULEVARD,11104,Queens,7184334040,Pizza,40.74379282,-73.92411694,402,26,18101,4002473,4001890005,QN31
17788,40854979,HYO DONG GAK,51,WEST   35 STREET,10001,Manhattan,2126957167,Korean,40.74984729,-73.98584484,105,4,8400,1015887,1008370012,MN17
17793,50009495,CHATEAU DE CAPITAINE,2570,CONEY ISLAND AVENUE,11223,Brooklyn,7183392800,Seafood,40.59416877,-73.96088537,315,47,39200,3194110,3071590148,BK25
17796,41276111,DUNKIN,43-07,ASTORIA BOULEVARD,11105,Queens,7182678020,Donuts,40.76885059,-73.90665822,401,22,13700,4014857,4007800018,QN72
17799,41459921,DUNKIN',2451,EASTCHESTER ROAD,10469,Bronx,6463687281,Donuts,40.86183681,-73.84332862,211,13,31200,2093443,2044770042,BX31
17814,50085124,ROMEO'S ITALIAN RISTORANTE,74-27,37 AVENUE,11372,Queens,7184582174,Italian,40.74899808,-73.8914412,403,25,28900,4029563,4012740035,QN28
17822,50076225,MR. GREEN,158-36,CROSSBAY BOULEVARD,11414,Queens,9178681281,Hawaiian,40.66015831,-73.84012773,410,32,89200,4293046,4139910022,QN57
17825,41287338,CAFE PANINO MUCHO GUSTO,551,HUDSON STREET,10014,Manhattan,2122292799,Coffee/Tea,40.73523488,-74.00606207,102,3,7500,1011886,1006330058,MN23
17826,50106244,POPEYE'S,4416,FORT HAMILTON PARKWAY,11219,Brooklyn,3476272738,Chicken,40.64051552,-73.99446183,312,39,11200,3136348,3056080032,BK34
17828,50044611,ROOT HILL CAFE,262,4 AVENUE,11215,Brooklyn,9172519336,Coffee/Tea,40.67624056,-73.98384524,306,39,11900,3007533,3004480043,BK37
17834,50163768,A BITE OF FUZHOU,40-09,PRINCE STREET,11354,Queens,7188889295,Chinese,40.75882381,-73.8318224,407,20,87100,4438131,4050360058,QN22
17837,50143003,MAYER BROWN,1221,AVENUE OF THE AMERICAS,10036,Manhattan,7183449562,American,40.75909387,-73.98213574,105,4,12500,1022693,1010010029,MN17
17845,50060052,LONE WOLF,1089,BROADWAY,11221,Brooklyn,9177342025,American,40.69436639,-73.93059958,304,34,39300,3073440,3032290043,BK78
17851,50010706,SHAXIAN DELICACIES,811,49 STREET,11220,Brooklyn,3476107995,Chinese,40.64138023,-74.00263039,312,43,10800,3012805,3007780001,BK34
17855,50119771,RICO BAGEL,238,MADISON AVENUE,10016,Manhattan,6462697892,Bagels/Pretzels,40.74993997,-73.98138028,105,4,8200,1017195,1008670016,MN20
17856,50079002,BLACK BRICK,300,BEDFORD AVENUE,11249,Brooklyn,9143863935,Coffee/Tea,40.71414329,-73.96152892,301,34,55100,3062778,3023920030,BK73
17859,50094482,LA TRATTORIA PIZZA,844,2 AVENUE,10017,Manhattan,2126825656,Pizza,40.75164228,-73.9708624,106,4,9000,1038762,1013370049,MN19
17860,50128480,DAVEY'S ICE CREAM,383,WEST   31 STREET,10001,Manhattan,9293349480,Frozen Desserts,40.75117384,-73.99692493,104,3,10300,1084820,1007557501,MN13
17863,41248584,BENIHANA,47,WEST   56 STREET,10019,Manhattan,2125810930,Japanese,40.7629409,-73.97599791,105,4,11201,1035057,1012720063,MN17
17866,50034453,DUNKIN,169-10,HILLSIDE AVENUE,11432,Queens,7186581596,Donuts,40.71077315,-73.79281119,412,27,46000,4210187,4098250011,QN61
17867,50016740,JIMBO'S HAMBURGERS,703,LENOX AVENUE,10039,Manhattan,2122835050,Hamburgers,40.82058736,-73.93612542,110,9,23200,1081811,1020140029,MN03
17868,41382811,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,1381,EAST GUNHILL ROAD,10469,Bronx,7187981757,Caribbean,40.87007115,-73.84546411,212,12,35800,2061768,2047620024,BX03
17872,41637468,BUDDHA BEER BAR,4476,BROADWAY,10040,Manhattan,6468612595,American,40.8572686,-73.93232682,112,10,28300,1064056,1021700074,MN35
17873,50134992,CHOP GUITAR,142-38,ROOSEVELT AVENUE,11354,Queens,7189088777,Chinese,40.76067279,-73.82564502,407,20,85500,4113630,4050210021,QN22
17878,41403222,YOLIE'S BAR & RESTAURANT,5722,CLARENDON ROAD,11203,Brooklyn,3475292510,Creole,40.64485643,-73.92256149,317,45,94600,3393794,3079150046,BK96
17880,50117884,THE BETTERED BAGEL,1777,SOUTH AVENUE,10314,Staten Island,9175220333,Sandwiches,40.60161585,-74.192988,502,50,29102,5104123,5028000037,SI05
17883,41215423,POPEYES,80,COURT STREET,11201,Brooklyn,9177419674,Chicken,40.69139528,-73.99155116,302,33,900,3002636,3002680048,BK09
17885,41219092,5TH & MAD,7,EAST   36 STREET,10016,Manhattan,2127252353,Irish,40.74950656,-73.98309835,105,4,8200,1017175,1008660001,MN20
17886,41233053,LA CABANA SALVADORENA,3150,VILLA AVENUE,10468,Bronx,7184676810,Latin American,40.87592199,-73.88715066,207,11,41100,2017327,2033110024,BX05
17887,50034494,NY EDITION HOTEL,5,MADISON AVENUE,10010,Manhattan,8567805844,American,40.7411768,-73.9877593,105,2,5600,1016741,1008530001,MN13
17888,50013798,IL MULINO PRIME,331,WEST BROADWAY,10013,Manhattan,2122260020,Steakhouse,40.72217264,-74.00392514,102,1,4700,1002962,1002280022,MN24
17892,50107195,NON LA,128,EAST    4 STREET,10003,Manhattan,2017724067,Southeast Asian,40.7253587,-73.98748441,103,2,3800,1006176,1004450030,MN22
17894,50143859,PRESTIGE RESTAURANT,91-33,63 DRIVE,11374,Queens,3477073304,Jewish/Kosher,40.72694255,-73.86439978,406,30,69500,4072814,4031030048,QN18
17895,50050507,JUST SALAD,291,7 AVENUE,10001,Manhattan,2122441111,Salads,40.74630177,-73.99402715,105,3,9500,1015032,1008027502,MN17
17896,50071943,RAKU RESTAURANT,48,MACDOUGAL STREET,10012,Manhattan,2129894797,Japanese,40.72731362,-74.00273843,102,3,4900,1008063,1005180006,MN24
17899,50144934,IHOP,170-19,HILLSIDE AVENUE,11432,Queens,7185234561,American,40.71117197,-73.79174947,408,24,45800,4440111,4098440061,QN06
17900,50153941,BROAD NOSH BAGELS,587,9 AVENUE,10036,Manhattan,9174090403,Sandwiches/Salads/Mixed Buffet,40.75862291,-73.99249916,104,3,12100,1083745,1010520001,MN15
17908,50123882,SUSHI SPOT,226,EAST   78 STREET,10075,Manhattan,3322592762,Japanese,40.77326938,-73.95704657,108,5,13400,1044123,1014320038,MN31
17912,50049522,AVRA MADISON ESTIATORIO,14,EAST   60 STREET,10022,Manhattan,2129370100,Greek,40.7643726,-73.9713622,108,4,11401,1040763,1013740060,MN40
17913,50093674,CAFE KITSUNE,550,HUDSON STREET,10014,Manhattan,3474040710,American,40.73502354,-74.00607648,102,3,7300,1011229,1006210008,MN23
17920,50094993,NUEVO IMPERIAL RESTAURANT,2456,WILLIAMSBRIDGE ROAD,10469,Bronx,3478430770,Latin American,40.86176209,-73.8576308,211,13,32600,2051744,2044490069,BX31
17921,50054848,HART'S,506,FRANKLIN AVENUE,11238,Brooklyn,8478480502,American,40.68139332,-73.9557323,303,35,22700,3057388,3019970042,BK69
17923,50088375,CARVEL 102664,240,PAGE AVENUE,10307,Staten Island,7183561414,Frozen Desserts,40.51812114,-74.234492,503,51,24800,5141719,5080080134,SI11
17927,50089260,HAAGEN DAZS,40-24,COLLEGE POINT BOULEVARD,11354,Queens,9176811688,Frozen Desserts,40.75768809,-73.83412821,407,20,87100,4540380,4050667501,QN22
17929,50093888,EL TRI MX RESTAURANT & BAR CORP,99-12,NORTHERN BOULEVARD,11368,Queens,7184249600,Mexican,40.75723669,-73.86926133,403,21,37700,4042485,4017140005,QN26
17930,50113339,THE MOST HIGH,820A,WASHINGTON AVE,11238,Brooklyn,9178538777,Coffee/Tea,40.67338662,-73.96292603,308,35,21500,,3,BK64
17931,50043852,L'EXPRESS,249,PARK AVENUE SOUTH,10003,Manhattan,2122545858,French,40.73821521,-73.98779954,105,2,5000,1017945,1008750079,MN21
17932,41702602,CHIPOTLE MEXICAN GRILL,90-15,QUEENS BOULEVARD,11373,Queens,3473963452,Tex-Mex,40.73384018,-73.87157703,404,25,68300,4045999,4018600100,QN29
17933,50128491,FLATBUSH BAGEL,557,FLATBUSH AVENUE,11225,Brooklyn,7184695700,Bagels/Pretzels,40.66025483,-73.96061219,309,40,79801,3114677,3050280001,BK60
17938,50117704,XI'AN FAMOUS FOODS,45,BAYARD STREET,10013,Manhattan,2127862068,Chinese,40.71514606,-73.99716828,103,1,2900,1001800,1001630032,MN27
17942,50115302,NORTHSIDE COFFEE,605,FOREST AVENUE,10310,Staten Island,6464293906,Coffee/Tea,40.63002225,-74.10940569,501,49,10500,5004328,5001550153,SI35
17943,50069337,CELLO WINE & COCKTAIL BISTRO,226,EAST   53 STREET,10022,Manhattan,9174751131,Italian,40.75737275,-73.96864721,106,4,9800,1038540,1013260037,MN19
17944,40394555,LUIGI'S RESTAURANT,265-21,UNION TURNPIKE,11040,Queens,7183477136,Italian,40.74931099,-73.70763395,413,23,155102,4174077,4085410062,QN44
17948,41380930,INATESSO PIZZA BAR,28,WEST STREET,10006,Manhattan,2122678000,Italian,40.70695185,-74.01594582,101,1,1300,1000000,1000170045,MN25
17951,50000367,TELLY'S TAVERNA,28-11,23 AVENUE,11105,Queens,9177491880,Greek,40.77543855,-73.91438638,401,22,11500,4017677,4008450061,QN72
17955,50070263,TAIM WEST VILLAGE,222,WAVERLY PLACE,10014,Manhattan,2126911287,Mediterranean,40.73596514,-74.00183668,102,3,7300,1010919,1006130028,MN23
17967,41396810,PEACEFOOD,460,AMSTERDAM AVENUE,10024,Manhattan,2123622266,Vegan,40.78523396,-73.97680956,107,6,17100,1032759,1012300029,MN12
17969,40366716,SHUN LEE PALACE,155,EAST   55 STREET,10022,Manhattan,2123718844,Chinese,40.75937665,-73.96948371,106,4,10000,1036515,1013100027,MN19
17971,50034665,ELORA'S,272,PROSPECT PARK WEST,11215,Brooklyn,7187886190,Mexican,40.65834985,-73.98219886,307,38,16900,3016587,3008700044,BK40
17972,50127443,HUUMA,122,MULBERRY STREET,10013,Manhattan,3475995187,Asian/Asian Fusion,40.71783047,-73.99811692,102,1,4100,1002634,1002050012,MN24
17974,50017334,TEXAS CHICKEN & BURGERS,1104,LAFAYETTE AVENUE,11221,Brooklyn,9292342342,Chicken,40.69257225,-73.92768776,303,41,38700,3043688,3016130009,BK35
17979,41523349,STEVEN RESTAURANT,2233,BOSTON ROAD,10467,Bronx,7186527778,Latin American,40.85840109,-73.8679121,211,15,33201,2049738,2043390012,BX07
17983,50016261,O'NEILL'S RESTAURANT & BAR,1614,FOREST AVENUE,10302,Staten Island,7182734481,Irish,40.62474061,-74.14246686,501,50,25100,5093585,5014370009,SI28
17984,50070279,CHINA KITCHEN,749,ASTOR AVENUE,10467,Bronx,7187981845,Chinese,40.85959251,-73.86572256,211,13,33000,2050045,2043470001,BX07
17986,50124570,BARI BODEGA,873,BROADWAY,10003,Manhattan,2124771110,American,40.73789429,-73.99010905,105,3,5200,1080750,1008470016,MN13
17989,40512617,ZARO'S BREAD BASKET,89,EAST   42 STREET,10017,Manhattan,2122920163,Bakery Products/Desserts,40.75209393,-73.97760435,105,4,9200,1035381,1012800001,MN19
17991,50056216,DIVYA'S KITCHEN,25,1 AVENUE,10003,Manhattan,2124774834,Vegetarian,40.72365427,-73.98816299,103,2,3602,1006094,1004430033,MN22
17992,50045170,KENNEDY CHICKEN PIZZA & KABAB,89-21,NORTHERN BOULEVARD,11372,Queens,7188982700,Chicken,40.7562698,-73.87859024,403,25,33900,4546364,4014190031,QN28
17995,41163307,TAQUERIA SAN PEDRO,3662,BROADWAY,10031,Manhattan,2124912644,Mexican,40.83040284,-73.9475348,109,7,23700,1062176,1020830001,MN04
17996,50017189,THE SQUARE ON ANNADALE,833,ANNADALE ROAD,10312,Staten Island,7189679999,Pizza,40.54154934,-74.17735377,503,51,17005,5080057,5062250011,SI01
17997,50072907,MILK N' HONEY,12,EAST   46 STREET,10017,Manhattan,2127644400,Jewish/Kosher,40.75573363,-73.97835751,105,4,9400,1035397,1012810062,MN17
17998,41643753,THE WAYLAND,700,EAST    9 STREET,10009,Manhattan,2127777022,American,40.72521726,-73.97784793,103,2,2602,1004529,1003780009,MN28
18004,41554812,MI PEQUENA CHOLULA DELI RESTAURANTE,1481,MYRTLE AVENUE,11237,Brooklyn,7184974982,Mexican,40.69898752,-73.91663075,304,37,43300,3075722,3033090037,BK77
18005,41696038,LILY BLOOM BAKERY,2220,86 STREET,11214,Brooklyn,7189968883,Bakery Products/Desserts,40.60164383,-73.99334512,311,43,29600,3167101,3063810045,BK28
18011,50053940,THE WOLFHOUND,38-14,30 AVENUE,11103,Queens,7182042111,Irish,40.76419422,-73.91566798,401,22,15500,4010649,4006600046,QN70
18012,50118796,JAZ INDIAN CUISINE,813,9 AVENUE,10019,Manhattan,6462482692,Indian,40.76583842,-73.98724213,104,3,13300,1082422,1010630034,MN15
18015,50115793,TU SABOR LATINO,3881,BROADWAY,10032,Manhattan,9176458337,Latin American,40.83731443,-73.94250596,112,7,24500,1063356,1021370032,MN36
18018,50012463,THE JOLLY GOAT COFFEE BAR,515,WEST   47 STREET,10036,Manhattan,6465098957,Coffee/Tea,40.76317656,-73.99403285,104,3,12900,1026989,1010760023,MN15
18019,41641204,CHINA GARDEN RESTAURANT,206,JAMAICA AVENUE,11207,Brooklyn,7186470520,Chinese,40.68044847,-73.8925447,305,37,114600,3086814,3039170010,BK83
18021,40364439,SEVILLA,62,CHARLES STREET,10014,Manhattan,2129293189,Spanish,40.73490838,-74.00297329,102,3,7300,1010824,1006110009,MN23
18026,50143857,KAHACHAPURI FACTORY,1654A,EAST   15 STREET,11229,Brooklyn,3472400003,Eastern European,40.60928618,-73.95839501,315,48,55400,3182412,3067770029,BK25
18029,50052223,DA NONNA ROSA,140,7 AVENUE,11215,Brooklyn,7187886225,Italian,40.67280835,-73.97665774,306,39,15700,3020540,3009630055,BK37
18031,50075485,PEARL STREET HAMPTON INN,32,PEARL STREET,10004,Manhattan,2124803500,Continental,40.70322763,-74.01242125,101,1,900,1078968,1000080039,MN25
18038,50092693,S & D CATERERS,1514,CROSBY AVENUE,10461,Bronx,7185973620,Sandwiches,40.84261587,-73.83012792,210,13,26400,2074817,2053990007,BX52
18039,50108855,STOUT NYC,109,WEST   39 STREET,10018,Manhattan,2126296191,American,40.75317122,-73.98604265,105,4,11300,1015277,1008150021,MN17
18040,50139414,QAHWAH HOUSE,13,CARMINE STREET,10014,Manhattan,3475995998,Middle Eastern,40.73038777,-74.00227672,102,3,6700,1010084,1005890047,MN23
18043,41200936,ALPINE CINEMAS,6817,5 AVENUE,11220,Brooklyn,7187484200,American,40.6339757,-74.0207886,310,43,13000,3145314,3058650003,BK31
18045,41614718,LITTLE ITALY PIZZA,2,EAST   33 STREET,10016,Manhattan,2124815200,Pizza,40.74765683,-73.98480951,105,4,7400,1017033,1008620071,MN17
18047,40977390,THE JOHN J O'CONNOR RESIDENCE,5655,ARLINGTON AVENUE,10471,Bronx,7185810453,American,40.90566506,-73.90696456,208,11,32300,2100779,2059520120,BX22
18054,50080459,EASTVILLE,487,ATLANTIC AVENUE,11217,Brooklyn,3478895226,American,40.6856795,-73.98160381,302,33,3900,3000761,3001790047,BK38
18056,50091096,BENARES,45,MURRAY STREET,10007,Manhattan,2127664900,Indian,40.71404781,-74.00938238,101,1,2100,1001435,1001330007,MN24
18058,41443815,GALWAY HOOKER,133,7 AVENUE SOUTH,10014,Manhattan,2126756220,Irish,40.7345653,-74.00224439,102,3,7300,1010836,1006110033,MN23
18059,50109836,HOME KITCHEN,155,EAST   84 STREET,10028,Manhattan,6468385102,American,40.77796527,-73.95602892,108,5,14801,1047700,1015130124,MN40
18064,50137550,BEDS THAI,1185,BEDFORD AVENUE,11216,Brooklyn,7189328826,Thai,40.682732,-73.95377721,303,36,24500,3052194,3018320005,BK75
18068,50098967,LA BICYCLETTE BAKERY,667,DRIGGS AVENUE,11211,Brooklyn,3479161417,French,40.71444441,-73.95919847,301,34,51900,3335748,3023670001,BK73
18072,50128216,RANDAZZO'S PIZZA,306,DITMAS AVENUE,11218,Brooklyn,7184362624,Pizza,40.63578383,-73.9757808,312,40,48400,3127091,3053970003,BK41
18073,50146753,COOLER RUNNINGS VEGETARIAN GRILL,1785,NEREID AVENUE,10466,Bronx,9148827192,Vegetarian,40.89817617,-73.85096186,212,11,43600,2071209,2050900037,BX62
18074,50083286,EL SANTO TAQIERIA,1053,FLUSHING AVENUE,11237,Brooklyn,6466239531,Mexican,40.70415674,-73.93017458,301,34,45300,3251816,3030130035,BK77
18076,50107669,CRAB DU JOUR,605,AVENUE Z,11223,Brooklyn,9172508158,Seafood,40.58606932,-73.97159737,313,47,37402,3195689,3072130040,BK26
18079,40991543,BLUE JAVA COFFEE BAR - BUTLER LIBRARY,535,WEST  114 STREET,10027,Manhattan,2128541972,Coffee/Tea,40.80623614,-73.96372952,109,7,20300,1082165,1018860001,MN09
18086,50104006,CORAL BAY CAFE,722,ROCKAWAY STREET,10307,Staten Island,7183563501,Italian,40.49956271,-74.23886367,503,51,24402,5170220,5078590013,SI11
18087,50049655,TACO MAHAL,73,7 AVENUE SOUTH,10014,Manhattan,6467191553,Tex-Mex,40.73228711,-74.00350357,102,3,6700,1010158,1005900055,MN23
18088,50007040,DIVINE BICKLES RESTAURANT.,157-21,ROCKAWAY BOULEVARD,11434,Queens,7189490095,Caribbean,40.66615365,-73.7793969,413,31,30600,4284836,4132670011,QN03
18095,41008928,ALOYSIA'S LOUNGE,7095,AMBOY ROAD,10307,Staten Island,7182270494,American,40.51435828,-74.23569794,503,51,24800,5089007,5080340020,SI11
18098,50044784,"JEAN-GEORGES SIMPLY TACOS, TASTY NACHO BAR",4,PENN PLAZA,10121,Manhattan,2124656273,Tex-Mex,40.75065484,-73.99194424,105,3,10100,1082908,1007810001,MN17
18102,40883581,SHEAS EMERALD,2960,JEROME AVENUE,10468,Bronx,7183649924,Bottled Beverages,40.87282557,-73.88960388,207,14,40701,2017609,2033200005,BX28
